GADM_ID;GADM_ISO;GADM_NAME;DEGURBA_L1;1975;1980;1985;1990;1995;2000;2005;2010;2015;2020;2025;2030
58;CYP;Cyprus;UC;120940.8586;145519.7302;184934.7104;203944.3201;230631.5079;272987.2066;346744.9571;373775.0699;406593.1196;500998.5982;520332.0926;541567.4561
58;CYP;Cyprus;UCL;140944.7912;151890.6874;148824.8348;167285.7007;180637.7011;180442.3331;173605.2317;207308.4481;223235.0294;173917.7324;183339.0799;187812.526
58;CYP;Cyprus;RUR;144023.8755;143700.6415;151073.487;158925.1465;172083.1412;188997.5863;185872.4337;194637.4555;199717.1274;203294.0664;206738.389;211254.0663
59;CZE;Czechia;UC;2231273.991;2494541.722;2560750.149;2632191.262;2578688.615;2415893.516;2376800.986;2309520.657;2342417.299;2356359.216;2381921.392;2471383.262
59;CZE;Czechia;UCL;3745132.109;3672405.588;3656774.034;3574473.83;3611886.803;3670959.555;3735754.047;3903600.16;3930147.492;3972681.726;3991180.175;3927125.192
59;CZE;Czechia;RUR;4053445.293;4107390.916;4089590.767;4099611.2;4126439.841;4153376.253;4172854.106;4256580.241;4256149.073;4206905.208;4142173.834;4121897.909
60;DEU;Germany;UC;25737139.51;25278582.62;24835438.49;25868661.19;26617131.68;26370546.82;26128252.99;26500008.29;26981994.93;28733818.51;28953688.58;28879935.47
60;DEU;Germany;UCL;30491377.43;30241237.39;30427549.37;30896979.35;31793993.5;32536454.21;32501479.2;32352192.23;32547987.33;32135595.98;31755993.34;31342353.62
60;DEU;Germany;RUR;22350657.82;22333905.35;22443871.2;22672865.24;22781941.66;22714975.81;22653786.73;22546612.83;22619559.31;22536283.54;22567734.78;22620030.33
61;DJI;Djibouti;UC;75816.3964;106489.3358;213065.1607;349299.9678;408564.3878;565910.8867;624532.904;741509.0203;800943.8629;882186.191;884191.3737;948253.6613
61;DJI;Djibouti;UCL;59599.19526;135719.283;111635.6369;152458.8826;157998.8333;103492.2559;129709.7954;90529.20427;104123.8977;98226.36664;166706.5179;174505.1534
61;DJI;Djibouti;RUR;74370.84197;83304.6164;77756.50452;77482.40781;66329.62254;77521.9841;82048.97251;93074.54803;107272.2303;114754.3785;122849.1028;130006.6197
62;DMA;Dominica;UC;0;0;0;0;0;0;0;0;0;0;0;0
62;DMA;Dominica;UCL;33132.62239;33336.35325;27004.74201;21452.39372;21900.56677;22415.69472;23040.27589;23442.92437;29355.94237;30882.38423;32473.11769;34105.11962
62;DMA;Dominica;RUR;38167.37769;39641.64669;44591.25792;48028.60633;47300.43326;45930.30532;45633.72402;45312.07554;40651.05764;41112.61576;41211.88235;40882.88046
63;DNK;Denmark;UC;1325745.549;1246151.537;1214691.913;1211605.486;1242359.193;1266955.499;1394795.188;1520615.267;1637889.331;1758273.24;1839652.317;1906325.374
63;DNK;Denmark;UCL;1798308.131;1886593.249;1903400.975;1922979.217;1963082.183;2032394.521;1993981.638;1985376.228;2003808.346;2015731.343;2048265.073;2083724.805
63;DNK;Denmark;RUR;1934128.25;1992630.404;2001355.424;2010050.009;2029784.277;2041346.489;2047593.791;2044934.61;2036197.297;2051761.491;2080701.411;2114595.26
64;DOM;Dominican Republic;UC;2095382.828;2655303.959;3115390.841;3440604.685;4091683.776;4693718.934;5306245.43;5822069.626;6408525.853;6726810.762;7130319.349;7468984.312
64;DOM;Dominican Republic;UCL;1742677.491;1774480.23;1922764.91;2213142.586;2291296.523;2389361.358;2365005.809;2456657.695;2406324.934;2662685.479;2801388.697;2896819.703
64;DOM;Dominican Republic;RUR;1265720.889;1323328.611;1376640.669;1471520.992;1481985.428;1451831.48;1485193.784;1485369.326;1576207.11;1592856.773;1580333.715;1592656.567
65;DZA;Algeria;UC;3747862.953;4709853.769;5792334.648;7092433.585;8626151.743;10172042.98;11750428.81;13709451.07;15978107.46;18378763.05;20551457.16;22255326.1
65;DZA;Algeria;UCL;5511823.008;6846381.658;8534533.731;10045649.67;11395042.33;12221920.25;12851694.01;13718679.92;14943132.46;16223503.51;17302040.7;18241132.41
65;DZA;Algeria;RUR;6465925.826;7184039.815;7806829.856;8380647.505;8457458.527;8381316.646;8355283.52;8428881.038;8622838.324;8850895.26;9069915.704;9291979.408
66;ECU;Ecuador;UC;2504795.454;3022226.786;3760337.673;4559934.616;5313523.078;6045712.598;6882625.156;7584615.437;8454624.278;9550203.874;10362011.23;11009770.45
66;ECU;Ecuador;UCL;2151062.387;2433135.478;2559023.987;2669065.578;2954187.712;3245603.285;3423478.817;3790265.309;3980997.028;4082691.701;4108190.628;4250154.034
66;ECU;Ecuador;RUR;2450078.894;2681021.54;2935968.657;3222358.025;3295314.487;3336381.609;3465104.161;3615695.007;3760895.95;3956051.96;4093313.009;4226912.227
67;EGY;Egypt;UC;17193364.33;20223768.86;23715279.94;28404385.52;33815996.7;39414027.43;46017093.81;53600200.83;62777110.55;71566968.05;80660623.58;89805771.16
67;EGY;Egypt;UCL;17906224.1;19954643.37;22774106.14;25384097.95;27045891.14;28716155.14;29860233.56;30455944.21;31597845.54;32539910.2;32433690.49;32174989.77
67;EGY;Egypt;RUR;3686506.115;3580683.402;3556798.76;3436119.939;3313614.722;3249394.571;3206377.387;3204072.119;3355179.541;3363044.564;3185868.716;3175608.25
68;ERI;Eritrea;UC;581369.3687;623661.6775;778968.253;1003630.01;1136443.529;1312334.395;1522346.569;1644183.187;1552319.751;1449918.354;1495789.565;1576308.107
68;ERI;Eritrea;UCL;299546.6598;405373.9627;451413.5826;440852.4637;403086.5832;482391.6388;575322.4802;655405.5009;792633.9104;854054.2613;1003140.389;1212123.96
68;ERI;Eritrea;RUR;570566.0377;627141.2257;663879.7644;699157.859;615990.1082;598286.8547;729901.1758;839052.3307;981600.9873;1230376.03;1362003.521;1471114.696
69;ESH;Western Sahara;UC;0;0;0;0;0;0;53083.83251;128948.4409;215138.3569;216420.9556;351968.3894;380044.9816
69;ESH;Western Sahara;UCL;34494.0129;75827.55952;112603.0703;152213.7075;179003.1601;234302.4842;244661.9474;236633.4412;233276.1334;289308.2332;202956.9735;225504.8691
69;ESH;Western Sahara;RUR;32476.94821;41082.6836;37760.11799;26523.15432;29510.91041;36172.70726;41501.35652;47751.12289;43431.92817;50335.42601;54488.7234;57203.03671
70;ESP;Spain;UC;15420059.64;16801754.83;17513246.09;17860412.11;18548819.3;18979417.9;20774266.63;22339440.55;23194235.48;24541351.03;24939276.58;25086980.65
70;ESP;Spain;UCL;10459297.79;10729532.07;10889476.62;10975975.03;11232350.53;11838712.87;12495012.66;13564250.7;12919816.79;12692829.82;12447106.37;12034071.81
70;ESP;Spain;RUR;9877799.018;9957396.419;10066479.07;10051073.39;10030953.57;9921298.477;10412927.32;10665308.02;10314757.4;10127834.53;10032092.85;9953865.001
71;EST;Estonia;UC;564078.4979;676478.0153;652121.0402;604158.2654;547825.7876;459311.9508;452397.5946;448479.6229;471632.7275;513149.4337;523948.1567;523814.6441
71;EST;Estonia;UCL;446830.5963;378792.4031;424335.3359;473092.2086;429805.9165;449538.2457;415340.5681;390420.4311;359914.442;347219.4996;342119.2671;329489.184
71;EST;Estonia;RUR;408380.2866;416561.7049;444028.4996;488003.2741;470229.4243;483625.5977;482762.7923;488758.3767;479552.3755;465687.8246;445644.531;433081.809
72;ETH;Ethiopia;UC;4891655.269;6014157.527;8312159.134;11934403.25;18110761.08;25051367.71;29553636.92;32850367.02;33373916.72;28658502.55;31404992.97;36091878.28
72;ETH;Ethiopia;UCL;10847776.59;11915663.47;13767158.96;15744935.77;17661776.92;19088447.89;21307668.06;25308849.82;32378610.01;46076016.62;59738551.81;70692287.96
72;ETH;Ethiopia;RUR;16486068.17;16992915.39;18182451.7;20166924.01;21642778.93;22807248.58;26511684.77;30967931.21;36592551.93;42301616.73;41630839.51;42334519.18
73;FIN;Finland;UC;563801.5514;704429.8821;800204.4259;962892.0803;1105943.125;1180565.503;1231278.502;1283085.313;1418824.071;1453172.245;1457159.75;1450754.71
73;FIN;Finland;UCL;1855899.89;1795784.817;1788561.343;1736248.926;1724473.972;1741342.784;1788323.583;1867419.038;1878146.333;1898371.547;1906056.217;1893442.704
73;FIN;Finland;RUR;2266191.316;2253327.522;2286479.557;2260527.117;2249589.801;2225814.68;2196898.499;2181665.315;2150119.881;2144654.099;2156529.748;2186007.409
74;FJI;Fiji;UC;87215.63994;97404.96635;106280.9314;116948.4193;166139.08;186433.5626;202033.9567;264209.6198;268751.5208;280086.2556;296460.436;321676.6543
74;FJI;Fiji;UCL;153533.3341;183820.8194;227707.2198;251475.59;220395.935;229489.2753;243642.8078;218102.2352;223479.4777;219583.8283;225737.387;233171.6118
74;FJI;Fiji;RUR;335055.0224;363356.2107;393472.8449;412005.9908;405710.9853;416586.1625;429246.2357;422857.145;424969.0015;420751.9161;427794.1769;431323.7344
75;FLK;Falkland Islands;UC;0;0;0;0;0;0;0;0;0;0;0;0
75;FLK;Falkland Islands;UCL;0;0;0;0;0;0;0;0;0;0;0;0
75;FLK;Falkland Islands;RUR;2279.999991;2239.999997;2231.999986;2332.000007;2734.999994;3080;3204.000008;3186.999996;3408.000011;3747.00001;3817.00003;3869.000012
76;FRA;France;UC;19171576.97;19592506.19;20234801.29;20522099.97;20926701.86;21393316.55;21878256.89;22402859.23;23001730.69;22930365.78;23225989.16;23717911.01
76;FRA;France;UCL;13721026.43;14121076.93;14318257.69;14804596.13;15032043.86;15260582.5;15801949.78;16333231.54;16539015.64;16937382.98;16930018.14;16819443.54
76;FRA;France;RUR;19568220.62;20009288.18;20564400.94;21096645.63;21472395.96;22022247.97;22840497.45;23719597.91;24280947.86;24624519.93;24859706.67;25018878.79
77;FRO;Faroe Islands;UC;0;0;0;0;0;0;0;0;0;0;0;0
77;FRO;Faroe Islands;UCL;12778.87756;13481.48026;13596.25678;13766.23677;14454.32436;15395.59076;16713.40076;16759.11949;16681.77404;18073.50016;18547.63211;19000.40441
77;FRO;Faroe Islands;RUR;27847.12241;29572.51953;31978.74323;33712.7631;29350.67562;30264.40932;31577.59945;31650.88026;32134.22584;34341.49979;35075.36793;35582.59568
78;FSM;Micronesia;UC;0;0;0;0;0;0;0;0;0;0;0;0
78;FSM;Micronesia;UCL;9455.542814;11642.67021;19492.00714;27602.4178;31305.5865;34595.26696;35658.26985;34911.44185;29866.84658;31108.84783;32564.16336;42576.371
78;FSM;Micronesia;RUR;57665.45714;64656.32972;68473.99286;71000.58217;79022.41343;77113.73312;75281.73022;72676.55815;79595.15341;80997.15217;84824.83677;80127.6289
79;GAB;Gabon;UC;198365.7716;265854.3645;320712.6683;385036.2771;512851.1606;568738.2503;792818.2324;992833.074;1193949.202;1461922.342;1616258.356;1790679.902
79;GAB;Gabon;UCL;277546.6511;292144.1714;326166.7138;364399.0278;356619.994;432933.0856;357885.7278;376052.3688;452591.8057;436455.6399;498301.5829;550409.1839
79;GAB;Gabon;RUR;199693.5973;200647.3044;220384.0301;244310.929;264425.1746;282046.3861;319849.3442;357037.1018;398663.9656;395524.6686;418893.2003;434011.852
80;GBR;United Kingdom;UC;30508748.59;30234044.98;30256500.52;30628250.89;31219501.46;32226297.23;33464160.29;35490704.57;37544924.59;39179896.26;40148872.04;41074898.37
80;GBR;United Kingdom;UCL;17272911.12;17488927.41;17716664.68;17855879.41;17958400.38;17780865.94;17976080.22;18138439.14;18401653.23;18535018.8;18634797.32;18670446.07
80;GBR;United Kingdom;RUR;8484990.305;8603190.884;8669736.934;8726153.349;8752319.693;8842758.545;8943413.339;9130837.389;9277679.464;9344512.16;9396913.077;9430421.931
81;GEO;Georgia;UC;1347117.133;1593213.118;1769862.323;1792701.323;1603309.284;1389301.269;1366317.628;1368272.239;1402101.792;1287720.229;1288750.827;1357070.389
81;GEO;Georgia;UCL;1884804.042;1778558.53;1757630.399;1762811.657;1541633.466;1331950.31;1164106.067;1104216.974;1043032.161;1130183.488;1099630.114;1010382.217
81;GEO;Georgia;RUR;1738581.906;1774271.509;1811611.258;1836443.654;1733238.211;1544611.787;1431560.706;1365221.558;1326944.182;1348859.43;1322072.967;1290937.576
82;GGY;Guernsey;UC;0;0;0;0;0;0;0;0;0;0;0;0
82;GGY;Guernsey;UCL;47808.5508;47246.36177;48780.96892;51775.32665;52800.74087;53544.74323;54183.82457;54978.80998;56027.50559;57057.00557;58270.21409;59304.5751
82;GGY;Guernsey;RUR;5473.449286;5613.638266;5796.031062;5951.673369;5468.259144;5569.256759;5678.175436;5803.18995;5601.494448;5736.994441;5756.785958;5836.424857
83;GHA;Ghana;UC;2127184.756;2575881.86;3164486.322;3923569.943;5346233.493;6725641.271;8591571.674;11162600.18;13566583.21;15977720.51;17916187.72;20121139.72
83;GHA;Ghana;UCL;3786164.209;4474699.183;5217771.394;5911631.994;6371296.84;7038205.06;7757486.217;7959027.569;8432687.247;8878581.676;9451105.359;9879772.702
83;GHA;Ghana;RUR;4346650.371;4869685.074;5332634.911;5688023.43;5802264.487;5989023.677;6243826.564;6551485.308;6975184.534;7444261.292;8210067.065;8930055.698
84;GIB;Gibraltar;UC;0;0;0;0;0;0;0;0;0;0;0;0
84;GIB;Gibraltar;UCL;26623.99727;27279.77693;27161.02895;25821.80013;25913.96218;26326.90129;27681.25119;29693.04127;30893.66827;31048.72561;31069.97477;31094.5721
84;GIB;Gibraltar;RUR;59.59811031;68.66580023;75.1611706;77.66724139;99.3105206;21.31817411;23.63329094;26.58709082;28.61665297;28.5660665;28.5706332;28.59816671
85;GIN;Guinea;UC;605272.3047;751268.9091;977899.8151;1359338.331;1848079.672;2210709.691;2689755.117;3349928.472;4015972.095;4527451.122;5647131.508;6779527.041
85;GIN;Guinea;UCL;1180305.426;1161830.869;1181758.528;1205050.379;1339759.391;1544241.897;1655538.777;1766392.902;2031835.04;2538180.639;2624226.25;2815731.119
85;GIN;Guinea;RUR;2801796.504;3059717.082;3372882.875;3790262.453;4281557.026;4583822.044;4796859.594;5156702.341;5580061.753;6141888.049;6604944.715;7030583.472
86;GLP;Guadeloupe;UC;52144.30854;0;51714.42458;54729.94545;57491.43738;56562.21146;0;0;0;0;0;0
86;GLP;Guadeloupe;UCL;170653.6095;228757.9697;199771.2482;230642.6156;251090.4878;259543.5438;297523.0562;302189.3298;297103.2408;294096.6765;290982.4409;294624.9146
86;GLP;Guadeloupe;RUR;102080.0817;105476.0302;106358.3271;106578.4389;105353.0748;107961.2445;105709.9437;100882.6702;101985.7591;101545.3234;105891.559;105103.0855
87;GMB;Gambia;UC;102717.6097;140467.1603;199130.0016;273642.6555;352248.9523;498342.0907;630917.4815;897109.4057;1117351.52;1350235.311;1591407.586;1869402.602
87;GMB;Gambia;UCL;166182.3369;197737.7252;225846.5961;301087.9489;377269.2279;387520.4989;461945.4417;447658.8955;510693.3497;590630.3683;673231.1162;732917.5788
87;GMB;Gambia;RUR;341898.4835;378439.4917;429373.1135;464498.7219;512340.939;552328.6416;568885.0288;594953.7563;628645.2424;637562.4848;651717.9225;667962.3136
88;GNB;Guinea-Bissau;UC;78116.63881;117869.0934;146897.5395;183593.7927;225555.7611;271916.6478;329895.8923;507606.4269;625689.1496;724752.4135;830659.7245;943150.9395
88;GNB;Guinea-Bissau;UCL;187977.7796;226309.0614;225693.5052;244972.4782;290546.6275;323478.9245;363516.1745;311446.2704;344326.7959;383307.908;419434.6537;461681.5193
88;GNB;Guinea-Bissau;RUR;393339.1095;487013.9012;527348.2092;544989.8625;601208.7797;635713.0731;686648.6712;748678.3795;819575.599;908672.3923;995573.0522;1081655.452
89;GNQ;Equatorial Guinea;UC;0;0;0;0;133727.3005;248793.0897;398627.8288;556830.8429;721797.3829;1334417.74;1519278.473;1676754.428
89;GNQ;Equatorial Guinea;UCL;132913.7523;130751.0632;179300.6489;215029.9198;138615.1771;153207.8319;142298.6608;185543.9555;241895.5706;86734.04375;98181.42596;133489.4554
89;GNQ;Equatorial Guinea;RUR;137005.8242;140940.7377;186309.397;237248.7734;273565.9073;269390.2468;308326.431;333193.3007;361552.844;171346.8331;175187.0039;186054.274
90;GRC;Greece;UC;3961844.777;4297579.625;4481800.35;4650926.401;4951148.486;5066828.384;5130403.597;5056101.96;4999394.585;4802946.213;4635233.656;4595908.533
90;GRC;Greece;UCL;1855278.688;1953844.365;2094174.759;2245012.826;2229456.715;2358255.548;2352062.776;2374624.282;2283991.621;2248104.74;2221182.923;2131789.817
90;GRC;Greece;RUR;2992170.108;3058473.567;3266168.657;3407908.73;3548631.98;3614189.377;3632099.464;3604160.717;3524395.809;3462394.541;3408134.828;3333260.235
91;GRD;Grenada;UC;0;0;0;0;0;0;0;0;0;0;0;0
91;GRD;Grenada;UCL;64679.90436;62847.52253;67094.56486;64048.96769;72374.33706;79003.61201;79962.78853;79358.74891;84316.61992;91701.87075;96085.69182;101012.4883
91;GRD;Grenada;RUR;32485.09569;31990.47743;33481.4352;34998.0324;31685.66291;28428.38794;30291.21151;34680.25106;34663.37997;31961.1293;31467.30798;29354.51155
92;GRL;Greenland;UC;0;0;0;0;0;0;0;0;0;0;0;0
92;GRL;Greenland;UCL;6776.540031;8790.02216;10145.49442;11538.24089;12442.07983;18091.46399;19260.66417;20307.4194;21669.73145;23137.01647;24515.73923;25091.16926
92;GRL;Greenland;RUR;42374.45985;41315.97786;43074.50564;44060.75907;43345.92012;38092.53617;37626.33591;36043.58053;34225.26848;32888.9835;32400.26075;32060.83086
93;GTM;Guatemala;UC;1194071.079;1495457.721;1705723.878;2096442.623;2611772.433;3212678.8;3807729.107;4467797.984;5021801.686;5387144.592;5779063.692;6308590.196
93;GTM;Guatemala;UCL;2665147.371;2979710.165;3492292.631;4033771.967;4608831.934;5193749.954;5725532.298;6145072.281;6662456.448;7261308.263;8042500.093;8744692.464
93;GTM;Guatemala;RUR;2343782.038;2513933.71;2735334.189;2955349.94;3142238.021;3328061.297;3597603.983;3927464.238;4313407.641;4711153.087;4811569.692;4945912.022
94;GUF;French Guiana;UC;0;0;0;0;0;0;0;54637.12028;56477.02611;69655.64703;75925.31354;92173.87222
94;GUF;French Guiana;UCL;31977.10563;40018.69172;45257.43663;64619.5943;87691.05982;107137.5133;133303.5976;95459.27147;121711.9793;129733.2206;154098.2871;174790.54
94;GUF;French Guiana;RUR;23233.00989;27413.12872;42098.72852;49547.29768;49516.92029;57088.05113;67431.3445;77572.8969;77673.55042;89425.20152;94693.9426;96524.03586
95;GUM;Guam;UC;0;0;0;0;0;0;0;0;0;0;0;0
95;GUM;Guam;UCL;61762.09631;82874.12854;93627.75693;104909.666;115610.6285;131469.9209;135761.158;138291.5546;140480.4172;144285.7634;149462.9435;153817.4303
95;GUM;Guam;RUR;37715.90368;27411.87141;31047.24305;33353.334;34483.37147;28718.07911;28668.84203;26613.44543;27497.58278;24945.23663;25800.0565;26928.5697
96;GUY;Guyana;UC;211483.2224;211844.8606;209143.9837;204788.7152;199767.1053;220717.0751;218535.9357;229143.1874;224689.4325;229375.2404;233832.4695;243342.6724
96;GUY;Guyana;UCL;340109.773;364785.9356;365997.713;343583.9951;359834.9892;331150.7006;328606.4228;309178.773;319735.1783;345520.786;365788.5926;376310.5515
96;GUY;Guyana;RUR;187504.4549;195157.5442;191607.4264;193505.7934;186314.1298;201073.3;206962.11;204584.5685;205875.785;217483.5622;220655.7107;223747.0906
97;HMD;Heard Island and McDonald Island;UC;0;0;0;0;0;0;0;0;0;0;0;0
97;HMD;Heard Island and McDonald Island;UCL;0;0;0;0;0;0;0;0;0;0;0;0
97;HMD;Heard Island and McDonald Island;RUR;0;0;0;0;0;0;0;0;0;0;0;0
98;HND;Honduras;UC;740685.8833;886445.9569;1100662.497;1269043.332;1477094.428;1892443.245;2303538.007;2705680.117;3256123.073;3998048.361;4346376.646;4638296.882
98;HND;Honduras;UCL;559431.2585;712763.8837;856577.553;1072938.057;1331790.179;1480603.568;1668960.52;1870643.982;1899839.886;1978557.295;2257332.926;2553834.487
98;HND;Honduras;RUR;1935806.082;2183995.106;2436640.241;2718721.249;3012171.355;3292336.503;3601179.122;3884250.052;4149086.784;4156071.007;4332529.135;4545738.096
99;HRV;Croatia;UC;1025783.162;1103155.704;1202258.248;1249092.274;1276917.216;1233144.979;1169894.356;1194063.296;1195194.813;1156490.056;1112758.358;1102662.91
99;HRV;Croatia;UCL;1338755.569;1365465.213;1367449.875;1392509.942;1341067.703;1241114.226;1257617.087;1220105.782;1163376.41;1097917.652;1057639.606;990440.28
99;HRV;Croatia;RUR;2207713.25;2205052.943;2227246.974;2225938.869;2182663.04;2069692.107;1999255.51;1952810.731;1895577.517;1842844.844;1795151.689;1758682.339
100;HTI;Haiti;UC;1164486.263;1457581.734;1710203.6;1981049.016;2506219.38;2911389.546;3363145.938;3615766.626;4059700.506;4280696.601;4381828.427;4481413.259
100;HTI;Haiti;UCL;1812808.446;2031592.716;2379393.36;2762846.349;2917945.953;3232252.713;3520591.587;4116337.24;4411594.471;5083245.451;5790482.793;6476550.381
100;HTI;Haiti;RUR;2149937.084;2160188.749;2158943.618;2185171.372;2207937.938;2222461.97;2236485.451;2122434.491;2107236.125;1960169.935;1857304.016;1766104.781
101;HUN;Hungary;UC;3295486.736;3430662.931;3397625.648;3343320.191;3200079.789;3038609.322;2906455.088;2695853.018;2670514.347;2682833.015;2811159.53;2794237.129
101;HUN;Hungary;UCL;3454050.191;3498211.138;3411932.438;3335844.365;3397790.982;3431106.246;3440011.459;3571919.427;3482532.526;3415892.249;3369415.422;3215904.459
101;HUN;Hungary;RUR;3771721.426;3770914.713;3734469.287;3698244.224;3730782.201;3733768.178;3728397.335;3720310.843;3692473.784;3653163.935;3691601.728;3634152.649
102;IDN;Indonesia;UC;62120275.99;70188757.46;78078506.82;85774834.32;96974160.73;107441903.2;117035185.7;127244959.3;136543715.2;143754337.9;149010533.7;155388792
102;IDN;Indonesia;UCL;45003937.68;50723272.34;58079127.63;65226821.16;68721681.7;72827760.94;76555767.96;80323036.91;84985019.92;89374681.26;93835203.28;96962587.32
102;IDN;Indonesia;RUR;24087647.31;27263274.37;29631729.06;31155219.21;32440730.81;33798403.71;35208641.65;36441088.11;37554555.29;38718355;39146245.29;39784384.11
103;IMN;Isle of Man;UC;0;0;0;0;0;0;0;0;0;0;0;0
103;IMN;Isle of Man;UCL;32791.64997;39070.34534;39554.93626;42218.06807;44303.77032;47098.95483;49117.84957;51768.92067;57059.87569;56774.47821;57720.41456;54479.91469
103;IMN;Isle of Man;RUR;27157.35004;24951.65463;24821.06381;26646.93189;27150.22967;28463.04515;30297.15041;32059.07922;26533.12439;27271.52175;27361.58543;31318.08534
104;IND;India;UC;187051826.8;212559825.4;243981486.1;278362169.4;333417348;393736691.1;444422909.3;489554002.3;530219445.3;549938690;578629690.8;613841972.1
104;IND;India;UCL;220133217.8;257246673.3;302769126.1;354814743.1;393652053.2;429056762.5;469898205.4;508580170.3;551176791.9;613299130;651254237.8;681782549.1
104;IND;India;RUR;216417730.6;227109688;233589514.1;237387243.9;237346020.9;237005103.1;240513578.6;242695358.6;241711700.1;233420259;225016885.2;219680903.1
105;IOT;British Indian Ocean Territory;UC;0;0;0;0;0;0;0;0;0;0;0;0
105;IOT;British Indian Ocean Territory;UCL;0;0;0;0;0;0;0;0;0;0;0;0
105;IOT;British Indian Ocean Territory;RUR;0;0;0;0;0;0;0;0;0;0;0;0
106;IRL;Ireland;UC;1025854.333;1087465.322;1087695.929;1101398.491;1115964.02;1197317.072;1265183.867;1327543.661;1318830.295;1463991.632;1521056.188;1584862.529
106;IRL;Ireland;UCL;646003.0944;713445.3631;780812.1365;748985.9086;782917.9769;810675.3471;941336.6789;1102214.563;1217696.811;1246815.155;1304998.597;1346460.824
106;IRL;Ireland;RUR;1486253.561;1590641.048;1637403.8;1635147.953;1680742.464;1761078.867;1914782.604;2094884.674;2129339.617;2235358.998;2294835.783;2335561.283
107;IRN;Iran;UC;13268788.41;16979152.37;22952001.47;28459752.43;32401900.24;36666733.33;39993069.24;43996006.42;48733956.84;52772270.85;54938126.12;56575936.39
107;IRN;Iran;UCL;10756868.6;11727848.67;13181293.05;14923074.43;15956110.65;16386975.93;17495448.9;18563407.12;19996940.1;21108608.38;21786989.25;22336254.76
107;IRN;Iran;RUR;8818714.797;9798276.102;11112173.72;12385639.96;12412263.87;12465348.26;12668589.45;12788485.87;13033721.3;13381715.65;13657875.81;13980900.14
108;IRQ;Iraq;UC;5148550.376;6469249.042;7614557.039;8745208.321;10988798.44;13781367.08;16867161.47;19189071.26;24532376.39;28589566.46;32714296.74;36912078.7
108;IRQ;Iraq;UCL;3239338.756;3554200.251;4161529.268;4612647.629;5437756.332;6103582.735;6966400.765;7243750.637;8075476.304;8679582.628;9287186.112;10085441.99
108;IRQ;Iraq;RUR;3230344.536;3630620.347;3978679.111;4301433.357;4522822.626;4744003.611;4865332.229;4832550.043;5150396.027;5287923.352;5547857.595;5802769.031
109;ISL;Iceland;UC;72604.8891;80778.34165;87997.06721;94498.34579;117739.3744;128805.6584;133915.3754;148563.6169;176635.6573;199113.0111;206894.8836;211224.4631
109;ISL;Iceland;UCL;52927.21726;58573.34328;62462.54981;67631.10983;52156.83903;61151.38729;75197.31928;86094.71863;69337.22728;78978.36098;80536.58294;89172.10534
109;ISL;Iceland;RUR;92537.89374;88911.31516;91117.38293;92889.54438;97784.78656;91504.95438;87916.30516;83674.66455;85087.1154;88577.62798;92578.53335;89941.43165
110;ISR;Israel;UC;1470481.887;1854554.706;2196132.267;2712537.17;3239135.075;3624950.858;4160062.184;4686198.489;5220288.077;5819048.703;6501362.321;7193568.863
110;ISR;Israel;UCL;1368819.468;1323966.032;1404360.863;1471534.662;1677270.968;1945157.006;2004902.16;2060055.618;2189407.896;2335806.355;2330191.846;2308326.454
110;ISR;Israel;RUR;542888.5324;560056.2686;576655.9747;614686.9303;559036.477;543585.1188;545253.0462;577935.6884;596389.218;599332.9376;615064.7203;631498.294
111;ITA;Italy;UC;18691261.43;19414752.43;19874779.15;19665037.28;19732976.18;19971066.17;20244651.69;20787872.09;21087405.67;21396937.99;21348724.09;21251393.57
111;ITA;Italy;UCL;21947383.94;22417102.27;22249906.48;22623235.05;22737073.34;22630664.03;23615037.28;24779649.04;25089834.47;24262314.36;23521528.28;22922145.44
111;ITA;Italy;RUR;14475344.51;14518210.99;14532456.73;14488811.14;14435745.91;14385384.91;14361228.43;14276692.92;14077732.12;13863437.37;13670291.07;13391894.57
112;JAM;Jamaica;UC;988152.0101;1030063.414;1072000.052;1118730.956;1169046.868;1229612.121;1257193.239;1263545.894;1316163.55;1301175.271;1283416.33;1273070.747
112;JAM;Jamaica;UCL;466001.0458;542663.9673;618018.7936;648066.1391;718684.9664;747573.9912;763097.2218;784990.3449;766112.8482;738706.6331;729436.1024;712180.7442
112;JAM;Jamaica;RUR;548940.9443;562818.6184;602011.1551;625232.9052;621640.165;635018.8874;656572.539;685359.7603;712168.6023;780554.0963;810346.5677;819104.5089
113;JEY;Jersey;UC;0;0;0;0;0;0;0;0;51643.46926;55592.70339;58332.71829;66124.81685
113;JEY;Jersey;UCL;59350.09539;62041.28394;65082.84578;68965.86671;71322.2;73505.7212;78872.56463;83814.82444;38996.58759;43328.35399;48373.62053;45898.34334
113;JEY;Jersey;RUR;13760.90459;13082.71605;13790.1543;13908.13334;12967.80005;12686.2789;12028.43555;12336.17563;9920.943266;9397.942587;7184.661084;7023.839833
114;JOR;Jordan;UC;903103.5891;1194666.241;1483561.61;1850263.168;2481682.286;3094779.548;3579587.04;4539444.321;6490251.73;7982244.49;8448525.667;8739595.013
114;JOR;Jordan;UCL;504196.6875;508658.5266;681591.3599;989403.5545;1329496.56;1318189.73;1450156.076;1711997.2;2291227.341;2235041.177;2278836.087;2465593.589
